Player,KD Diff,ADR,KAST,Rating,Team,Kills,Deaths,Rating 2.0,KPR,HS,Maps Played_x,DPR,Rounds Contributed,Rounds played,Total kills,Total deaths,Assists / round,KD ratio,Deaths / round,Damage / round,Saved by teammate / round,Grenade dmg / round,Saved teammate / round,Maps Played_y,Rating 1.0,Result
NiKo,3.0,74.0,68.5%,1.08,G2,46,43,                          1.23,                          0.77,                          55.8%,                          52,                          0.61,                          74.2%,37918,47832,31775.0,0.13,1.19,0.66,85.8,0.08,4.7,0.1,1799.0,1.15,1
huNter-,5.0,74.1,67.1%,1.05,G2,53,48,                          1.11,                          0.72,                          49.2%,                          52,                          0.66,                          72.6%,33273,43342,28744.0,0.14,1.16,0.66,84.0,0.1,5.6,0.11,1641.0,1.12,1
JACKZ,-2.0,73.9,69.9%,1.04,G2,47,49,                          0.97,                          0.60,                          63.1%,                          25,                          0.66,                          69.3%,21316,32172,21661.0,0.13,0.98,0.67,73.0,0.1,3.3,0.1,1208.0,0.98,1
Aleksib,-7.0,67.8,72.6%,0.95,G2,43,50,                          0.97,                          0.56,                          41.6%,                          40,                          0.63,                          70.5%,20062,31824,20758.0,0.16,0.97,0.65,73.4,0.11,8.3,0.09,1198.0,0.95,1
blameF,7.0,87.8,64.4%,1.16,Astralis,56,49,                          1.26,                          0.75,                          34.4%,                          41,                          0.55,                          75.6%,22485,29383,17757.0,0.14,1.27,0.6,85.5,0.07,7.1,0.09,1095.0,1.23,0
k0nfig,5.0,78.1,64.4%,1.05,Astralis,56,51,                          0.97,                          0.65,                          61.2%,                          37,                          0.71,                          67.2%,34224,45914,31790.0,0.13,1.08,0.69,80.3,0.09,2.9,0.1,1729.0,1.07,0
Xyp9x,-5.0,77.1,71.2%,1.03,Astralis,45,50,0,0,0,0,0,0,37453,57242,35266.0,0.16,1.06,0.62,74.3,0.09,6.0,0.09,2188.0,1.01,0
gla1ve,-9.0,69.7,68.5%,0.96,Astralis,43,52,0,0,0,0,0,0,32131,49067,32323.0,0.16,0.99,0.66,74.0,0.1,6.0,0.08,1859.0,0.98,0
Farlig,-16.0,44.9,64.4%,0.71,Astralis,30,46,0,0,0,0,0,0,17020,23711,14871.0,0.09,1.14,0.63,71.8,0.09,2.5,0.1,881.0,1.1,0
chelo,-1.0,84.4,70.0%,1.09,MIBR,47,48,                          0.97,                          0.60,                          58.9%,                          40,                          0.67,                          70.2%,19644,27707,18152.0,0.13,1.08,0.66,77.2,0.1,3.6,0.1,1063.0,1.06,0
JOTA,-5.0,71.0,63.3%,0.99,MIBR,37,42,                          1.06,                          0.65,                          52.3%,                          17,                          0.63,                          74.7%,11922,16534,10374.0,0.15,1.15,0.63,81.1,0.09,6.2,0.1,632.0,1.15,0
Tuurtle,-6.0,61.9,60.0%,0.93,MIBR,36,42,                          1.05,                          0.67,                          60.0%,                          52,                          0.68,                          69.6%,18961,27432,18282.0,0.14,1.04,0.67,76.0,0.11,3.0,0.11,1039.0,1.08,0
exit,-10.0,62.5,66.7%,0.81,MIBR,34,44,                          1.06,                          0.64,                          48.3%,                          56,                          0.59,                          74.6%,18543,26798,15707.0,0.13,1.18,0.59,75.7,0.09,5.6,0.12,1029.0,1.12,0
BIT,-18.0,61.9,60.0%,0.72,MIBR,29,47,0,0,0,0,0,0,12450,19057,12400.0,0.15,1.0,0.65,74.2,0.11,5.6,0.09,737.0,0.98,0
tabseN,17.0,96.7,66.7%,1.31,BIG,53,36,                          1.05,                          0.67,                          52.2%,                          64,                          0.71,                          68.7%,42476,58675,41100.0,0.16,1.03,0.7,84.0,0.09,8.4,0.09,2210.0,1.04,1
faveN,10.0,87.8,78.3%,1.28,BIG,52,42,                          1.12,                          0.70,                          50.4%,                          6,                          0.65,                          76.7%,29548,40397,26331.0,0.12,1.12,0.65,78.0,0.1,3.3,0.12,1509.0,1.12,1
Krimbo,7.0,81.8,78.3%,1.2,BIG,43,36,                          1.13,                          0.70,                          49.5%,                          64,                          0.59,                          74.2%,12130,17272,10684.0,0.12,1.14,0.62,76.3,0.08,6.8,0.1,639.0,1.11,1
syrsoN,4.0,70.3,68.3%,1.06,BIG,39,35,                          1.12,                          0.74,                          23.0%,                          35,                          0.64,                          69.7%,35640,48825,30707.0,0.09,1.16,0.63,74.2,0.08,2.5,0.09,1834.0,1.09,1
tiziaN,1.0,64.5,71.7%,0.96,BIG,36,35,                          0.99,                          0.64,                          53.5%,                          47,                          0.71,                          68.6%,31140,48802,32195.0,0.13,0.97,0.66,71.2,0.09,4.7,0.09,1843.0,0.95,1
JDC,-9.0,89.9,64.2%,0.96,MOUZ,33,42,                          1.11,                          0.73,                          48.9%,                          35,                          0.64,                          73.2%,12066,17710,11792.0,0.12,1.02,0.67,75.1,0.09,3.2,0.1,675.0,1.05,0
frozen,-7.0,70.2,67.9%,0.89,MOUZ,32,39,                          1.25,                          0.76,                          53.3%,                          43,                          0.56,                          76.4%,27168,35894,22835.0,0.13,1.19,0.64,83.0,0.09,5.3,0.11,1372.0,1.13,0
torzsi,-1.0,58.6,58.5%,0.87,MOUZ,34,35,                          1.22,                          0.75,                          30.5%,                          43,                          0.53,                          77.0%,12696,16933,10253.0,0.09,1.24,0.61,75.4,0.08,2.4,0.1,639.0,1.16,0
dexter,-18.0,55.0,50.9%,0.65,MOUZ,26,44,                          0.88,                          0.57,                          54.4%,                          29,                          0.71,                          66.1%,21446,29716,19907.0,0.14,1.08,0.67,79.2,0.09,5.1,0.09,1150.0,1.05,0
Bymas,-23.0,45.0,52.8%,0.54,MOUZ,19,42,                          1.09,                          0.67,                          38.8%,                          50,                          0.62,                          73.5%,7496,11716,7358.0,0.12,1.02,0.63,71.1,0.09,2.9,0.1,435.0,1.04,0
Magisk,17.0,105.4,83.0%,1.51,Vitality,45,28,                          1.14,                          0.70,                          48.1%,                          36,                          0.61,                          73.9%,30119,42197,26653.0,0.15,1.13,0.63,79.4,0.09,5.9,0.09,1599.0,1.07,1
ZywOo,20.0,85.2,81.1%,1.43,Vitality,45,25,                          1.28,                          0.80,                          43.2%,                          36,                          0.57,                          76.2%,26815,31918,19406.0,0.12,1.38,0.61,87.3,0.09,3.7,0.12,1210.0,1.32,1
dupreeh,13.0,80.4,73.6%,1.28,Vitality,39,26,0,0,0,0,0,0,39488,54509,35206.0,0.14,1.12,0.65,76.3,0.1,3.4,0.09,2085.0,1.07,1
misutaaa,6.0,71.4,79.2%,1.17,Vitality,35,29,                          1.04,                          0.63,                          50.1%,                          37,                          0.65,                          71.1%,11390,17755,11818.0,0.12,0.96,0.67,69.3,0.12,3.0,0.11,662.0,1.01,1
apEX,0.0,71.8,67.9%,1.05,Vitality,38,38,                          0.94,                          0.56,                          43.9%,                          36,                          0.66,                          67.6%,40164,57574,40095.0,0.16,1.0,0.7,77.5,0.1,5.4,0.09,2190.0,1.0,1
yuurih,14.0,96.5,74.1%,1.42,FURIA,48,34,                          1.09,                          0.68,                          41.4%,                          40,                          0.64,                          70.8%,22450,30009,19067.0,0.15,1.18,0.64,83.7,0.09,5.0,0.11,1146.0,1.17,1
saffee,13.0,80.5,77.8%,1.25,FURIA,45,32,                          1.13,                          0.72,                          28.1%,                          56,                          0.59,                          72.6%,11113,14522,8803.0,0.1,1.26,0.61,77.3,0.08,2.9,0.1,545.0,1.18,1
arT,-3.0,86.9,68.5%,1.1,FURIA,34,37,                          1.03,                          0.65,                          43.0%,                          40,                          0.69,                          69.4%,20645,29528,20804.0,0.14,0.99,0.7,77.5,0.1,3.8,0.07,1132.0,1.08,1
KSCERATO,4.0,73.6,66.7%,1.02,FURIA,37,33,                          1.18,                          0.71,                          47.9%,                          39,                          0.59,                          75.1%,20274,27512,15920.0,0.13,1.27,0.58,79.6,0.08,5.5,0.1,1053.0,1.19,1
drop,-8.0,49.7,75.9%,0.89,FURIA,23,31,                          1.00,                          0.59,                          48.9%,                          56,                          0.63,                          72.6%,5428,9057,5684.0,0.12,0.95,0.63,66.4,0.1,4.5,0.1,340.0,0.99,1
Ax1Le,1.0,85.1,72.2%,1.11,Cloud9,40,39,                          1.10,                          0.71,                          46.4%,                          30,                          0.67,                          72.8%,22035,30182,18973.0,0.14,1.16,0.63,80.6,0.09,5.3,0.09,1133.0,1.16,0
interz,-1.0,73.0,64.8%,0.95,Cloud9,33,34,                          1.04,                          0.63,                          45.7%,                          25,                          0.59,                          75.6%,14322,24855,14454.0,0.12,0.99,0.58,62.9,0.1,5.1,0.1,932.0,0.99,0
HObbit,-4.0,71.3,68.5%,0.93,Cloud9,35,39,                          0.99,                          0.61,                          45.5%,                          41,                          0.67,                          70.2%,26021,36328,23716.0,0.14,1.1,0.65,79.6,0.08,5.6,0.08,1370.0,1.06,0
sh1ro,-5.0,60.2,72.2%,0.9,Cloud9,32,37,                          1.19,                          0.76,                          30.4%,                          41,                          0.58,                          74.5%,22118,28583,15313.0,0.11,1.44,0.54,78.6,0.08,3.9,0.11,1071.0,1.26,0
nafany,-13.0,67.2,66.7%,0.81,Cloud9,25,38,                          0.99,                          0.64,                          56.4%,                          40,                          0.71,                          69.0%,18629,28539,19855.0,0.14,0.94,0.7,73.5,0.1,4.9,0.08,1071.0,1.02,0
floppy,-2.0,76.1,64.2%,0.97,Complexity,40,42,                          1.10,                          0.68,                          49.1%,                          44,                          0.62,                          73.6%,19131,26590,17430.0,0.14,1.1,0.66,79.5,0.11,3.1,0.13,1013.0,1.13,0
FaNg,-7.0,80.8,62.3%,0.95,Complexity,34,41,0,0,0,0,0,0,14604,20939,14155.0,0.12,1.03,0.68,75.5,0.11,3.8,0.1,801.0,1.07,0
Grim,-11.0,74.5,58.5%,0.86,Complexity,32,43,                          1.08,                          0.67,                          48.8%,                          44,                          0.64,                          71.9%,20668,28778,19700.0,0.13,1.05,0.68,78.3,0.12,3.7,0.13,1095.0,1.1,0
junior,-11.0,51.4,58.5%,0.67,Complexity,24,35,                          1.17,                          0.74,                          28.0%,                          66,                          0.57,                          74.5%,12299,17107,10038.0,0.08,1.23,0.59,72.3,0.08,2.4,0.09,654.0,1.13,0
