Text,Field1,Field2
Farlig,"Team win percent after first kill
74.1%",
Farlig,"First kill in won rounds
17.6%",Career
Farlig,"First kill in won rounds
17.6%",1.08 (881)
Farlig,"First kill in won rounds
17.6%",1.09 (724)
Farlig,"First kill in won rounds
17.6%",1.01 (157)
Farlig,"First kill in won rounds
17.6%",0.82 (7)
SunPayus,"Total opening kills
1801",
SunPayus,"Total opening deaths
1108",
SunPayus,"Opening kill ratio
1.63",
SunPayus,"Opening kill rating
1.17",
SunPayus,"Team win percent after first kill
73.6%",
SunPayus,"First kill in won rounds
18.4%",Career
SunPayus,"First kill in won rounds
18.4%",1.12 (529)
SunPayus,"First kill in won rounds
18.4%",1.12 (284)
SunPayus,"First kill in won rounds
18.4%",1.11 (245)
SunPayus,"First kill in won rounds
18.4%",1.01 (26)
DeathZz,"Total opening kills
1056",
DeathZz,"Total opening deaths
1115",
DeathZz,"Opening kill ratio
0.95",
DeathZz,"Opening kill rating
0.90",
DeathZz,"Team win percent after first kill
70.7%",
DeathZz,"First kill in won rounds
10.2%",Career
DeathZz,"First kill in won rounds
10.2%",0.98 (551)
DeathZz,"First kill in won rounds
10.2%",0.98 (378)
DeathZz,"First kill in won rounds
10.2%",0.98 (173)
DeathZz,"First kill in won rounds
10.2%",0.92 (8)
alex,"Total opening kills
3973",
alex,"Total opening deaths
3875",
alex,"Opening kill ratio
1.03",
alex,"Opening kill rating
1.00",
alex,"Team win percent after first kill
72.2%",
alex,"First kill in won rounds
14.3%",Career
alex,"First kill in won rounds
14.3%",1.02 (1501)
alex,"First kill in won rounds
14.3%",1.02 (1218)
alex,"First kill in won rounds
14.3%",1.04 (283)
alex,"First kill in won rounds
14.3%",0.95 (8)
dav1g,"Total opening kills
1066",
dav1g,"Total opening deaths
1317",
dav1g,"Opening kill ratio
0.81",
dav1g,"Opening kill rating
0.93",
dav1g,"Team win percent after first kill
71.0%",
dav1g,"First kill in won rounds
12.8%",Career
dav1g,"First kill in won rounds
12.8%",0.87 (444)
dav1g,"First kill in won rounds
12.8%",0.87 (305)
dav1g,"First kill in won rounds
12.8%",0.86 (139)
dav1g,"First kill in won rounds
12.8%",0.77 (8)
mopoz,"Total opening kills
4065",
mopoz,"Total opening deaths
4751",
mopoz,"Opening kill ratio
0.86",
mopoz,"Opening kill rating
1.01",
mopoz,"Team win percent after first kill
71.1%",
mopoz,"First kill in won rounds
15.9%",Career
mopoz,"First kill in won rounds
15.9%",0.99 (1355)
mopoz,"First kill in won rounds
15.9%",0.99 (1121)
mopoz,"First kill in won rounds
15.9%",0.98 (234)
mopoz,"First kill in won rounds
15.9%",0.98 (8)
Peppzor,"Total opening kills
1596",
Peppzor,"Total opening deaths
1708",
Peppzor,"Opening kill ratio
0.93",
Peppzor,"Opening kill rating
0.99",
Peppzor,"Team win percent after first kill
71.1%",
Peppzor,"First kill in won rounds
14.0%",Career
Peppzor,"First kill in won rounds
14.0%",0.98 (596)
Peppzor,"First kill in won rounds
14.0%",0.98 (537)
Peppzor,"First kill in won rounds
14.0%",0.95 (59)
Peppzor,"First kill in won rounds
14.0%",-
F1KU,"Total opening kills
2213",
F1KU,"Total opening deaths
2421",
F1KU,"Opening kill ratio
0.91",
F1KU,"Opening kill rating
0.97",
F1KU,"Team win percent after first kill
70.9%",
F1KU,"First kill in won rounds
13.6%",Career
F1KU,"First kill in won rounds
13.6%",1.00 (851)
F1KU,"First kill in won rounds
13.6%",1.01 (691)
F1KU,"First kill in won rounds
13.6%",0.96 (160)
F1KU,"First kill in won rounds
13.6%",0.85 (14)
Furlan,"Total opening kills
6548",
Furlan,"Total opening deaths
7098",
Furlan,"Opening kill ratio
0.92",
Furlan,"Opening kill rating
1.02",
Furlan,"Team win percent after first kill
73.4%",
Furlan,"First kill in won rounds
15.7%",Career
Furlan,"First kill in won rounds
15.7%",0.98 (2229)
Furlan,"First kill in won rounds
15.7%",0.97 (1836)
Furlan,"First kill in won rounds
15.7%",1.00 (393)
Furlan,"First kill in won rounds
15.7%",0.78 (4)
leman,"Total opening kills
1359",
leman,"Total opening deaths
1525",
leman,"Opening kill ratio
0.89",
leman,"Opening kill rating
0.94",
leman,"Team win percent after first kill
71.7%",
leman,"First kill in won rounds
12.5%",Career
leman,"First kill in won rounds
12.5%",0.97 (580)
leman,"First kill in won rounds
12.5%",0.98 (510)
leman,"First kill in won rounds
12.5%",0.89 (70)
leman,"First kill in won rounds
12.5%",-
ultimate,"Total opening kills
490",
ultimate,"Total opening deaths
401",
ultimate,"Opening kill ratio
1.22",
ultimate,"Opening kill rating
1.08",
ultimate,"Team win percent after first kill
69.6%",
ultimate,"First kill in won rounds
16.7%",Career
ultimate,"First kill in won rounds
16.7%",1.01 (156)
ultimate,"First kill in won rounds
16.7%",1.02 (145)
ultimate,"First kill in won rounds
16.7%",0.93 (11)
ultimate,"First kill in won rounds
16.7%",-
mwlky,"Total opening kills
736",
mwlky,"Total opening deaths
607",
mwlky,"Opening kill ratio
1.21",
mwlky,"Opening kill rating
1.13",
mwlky,"Team win percent after first kill
73.4%",
mwlky,"First kill in won rounds
19.7%",Career
mwlky,"First kill in won rounds
19.7%",1.04 (215)
mwlky,"First kill in won rounds
19.7%",1.06 (192)
mwlky,"First kill in won rounds
19.7%",0.84 (23)
mwlky,"First kill in won rounds
19.7%",-
headtr1ck,"Total opening kills
691",
headtr1ck,"Total opening deaths
458",
headtr1ck,"Opening kill ratio
1.51",
headtr1ck,"Opening kill rating
1.03",
headtr1ck,"Team win percent after first kill
74.0%",
headtr1ck,"First kill in won rounds
13.6%",Career
headtr1ck,"First kill in won rounds
13.6%",1.11 (279)
headtr1ck,"First kill in won rounds
13.6%",1.06 (120)
headtr1ck,"First kill in won rounds
13.6%",1.14 (159)
headtr1ck,"First kill in won rounds
13.6%",1.19 (12)
PwnAlone,"Total opening kills
3469",
PwnAlone,"Total opening deaths
2665",
PwnAlone,"Opening kill ratio
1.30",
PwnAlone,"Opening kill rating
1.12",
PwnAlone,"Team win percent after first kill
73.8%",
PwnAlone,"First kill in won rounds
17.4%",Career
PwnAlone,"First kill in won rounds
17.4%",1.10 (1094)
PwnAlone,"First kill in won rounds
17.4%",1.10 (984)
PwnAlone,"First kill in won rounds
17.4%",1.05 (110)
PwnAlone,"First kill in won rounds
17.4%",-
ben1337,"Total opening kills
2503",
ben1337,"Total opening deaths
2883",
ben1337,"Opening kill ratio
0.87",
ben1337,"Opening kill rating
0.93",
ben1337,"Team win percent after first kill
75.1%",
ben1337,"First kill in won rounds
12.4%",Career
ben1337,"First kill in won rounds
12.4%",0.90 (1110)
ben1337,"First kill in won rounds
12.4%",0.90 (993)
ben1337,"First kill in won rounds
12.4%",0.90 (117)
ben1337,"First kill in won rounds
12.4%",-
djay,"Total opening kills
2226",
djay,"Total opening deaths
2250",
djay,"Opening kill ratio
0.99",
djay,"Opening kill rating
0.94",
djay,"Team win percent after first kill
72.9%",
djay,"First kill in won rounds
12.0%",Career
djay,"First kill in won rounds
12.0%",0.97 (1019)
djay,"First kill in won rounds
12.0%",0.97 (895)
djay,"First kill in won rounds
12.0%",0.97 (124)
djay,"First kill in won rounds
12.0%",-
ptr,"Total opening kills
3376",
ptr,"Total opening deaths
2292",
ptr,"Opening kill ratio
1.47",
ptr,"Opening kill rating
1.11",
ptr,"Team win percent after first kill
74.9%",
ptr,"First kill in won rounds
16.3%",Career
ptr,"First kill in won rounds
16.3%",1.07 (1136)
ptr,"First kill in won rounds
16.3%",1.09 (986)
ptr,"First kill in won rounds
16.3%",0.95 (150)
ptr,"First kill in won rounds
16.3%",0.80 (3)
tiziaN,"Total opening kills
4532",
tiziaN,"Total opening deaths
4896",
tiziaN,"First kill in won rounds
12.7%",0.95 (1893)
tiziaN,"First kill in won rounds
12.7%",0.97 (1473)
tabseN,"Total opening kills
7022",
tabseN,"Total opening deaths
7238",
tabseN,"First kill in won rounds
17.0%",1.04 (2246)
tabseN,"First kill in won rounds
17.0%",1.04 (1602)
Krimbo,"Total opening kills
1648",
Krimbo,"Total opening deaths
1355",
Krimbo,"Opening kill ratio
1.22",
Krimbo,"Opening kill rating
1.00",
Krimbo,"Team win percent after first kill
72.2%",
Krimbo,"First kill in won rounds
13.1%",Career
Krimbo,"First kill in won rounds
13.1%",1.07 (675)
Krimbo,"First kill in won rounds
13.1%",1.10 (469)
Krimbo,"First kill in won rounds
13.1%",1.02 (206)
Krimbo,"First kill in won rounds
13.1%",0.94 (19)
dumau,"Total opening kills
2035",
dumau,"Total opening deaths
1658",
dumau,"Team win percent after first kill
73.9%",
dumau,"First kill in won rounds
16.2%",1.09 (685)
dumau,"First kill in won rounds
16.2%",1.10 (587)
latto,"Total opening kills
1439",
latto,"Total opening deaths
1219",
latto,"First kill in won rounds
13.1%",1.05 (589)
latto,"First kill in won rounds
13.1%",1.06 (475)
b4rtiN,"Total opening kills
1454",
b4rtiN,"Total opening deaths
1355",
b4rtiN,"First kill in won rounds
12.5%",1.05 (619)
b4rtiN,"First kill in won rounds
12.5%",1.06 (584)
HEN1,"Total opening kills
3796",
HEN1,"Total opening deaths
2375",
HEN1,"Opening kill ratio
1.60",
HEN1,"Opening kill rating
1.08",
HEN1,"Team win percent after first kill
74.4%",
HEN1,"First kill in won rounds
14.7%",Career
HEN1,"First kill in won rounds
14.7%",1.11 (1394)
HEN1,"First kill in won rounds
14.7%",1.12 (981)
HEN1,"First kill in won rounds
14.7%",1.07 (413)
HEN1,"First kill in won rounds
14.7%",1.04 (13)
interz,"Total opening kills
1553",
interz,"Total opening deaths
1647",
interz,"First kill in won rounds
8.4%",0.94 (960)
interz,"First kill in won rounds
8.4%",0.94 (768)
slaxz-,"Total opening kills
4474",
slaxz-,"Total opening deaths
2834",
slaxz-,"Opening kill ratio
1.58",
slaxz-,"Opening kill rating
1.18",
slaxz-,"Team win percent after first kill
73.3%",
slaxz-,"First kill in won rounds
18.6%",Career
slaxz-,"First kill in won rounds
18.6%",1.08 (1277)
slaxz-,"First kill in won rounds
18.6%",1.09 (1147)
slaxz-,"First kill in won rounds
18.6%",1.01 (130)
slaxz-,"First kill in won rounds
18.6%",0.69 (6)
Marix,"Total opening kills
762",
Marix,"Total opening deaths
717",
Marix,"Opening kill ratio
1.06",
Marix,"Opening kill rating
1.00",
Marix,"Team win percent after first kill
69.0%",
Marix,"First kill in won rounds
13.6%",Career
Marix,"First kill in won rounds
13.6%",1.04 (299)
Marix,"First kill in won rounds
13.6%",1.05 (268)
Marix,"First kill in won rounds
13.6%",0.95 (31)
Marix,"First kill in won rounds
13.6%",-
Staehr,"Total opening kills
1644",
Staehr,"Total opening deaths
1614",
Staehr,"Opening kill ratio
1.02",
Staehr,"Opening kill rating
1.05",
Staehr,"Team win percent after first kill
72.1%",
Staehr,"First kill in won rounds
16.1%",Career
Staehr,"First kill in won rounds
16.1%",1.02 (533)
Staehr,"First kill in won rounds
16.1%",1.02 (401)
Staehr,"First kill in won rounds
16.1%",1.02 (132)
Staehr,"First kill in won rounds
16.1%",0.91 (6)
raalz,"Total opening kills
3447",
raalz,"Total opening deaths
3401",
raalz,"Opening kill ratio
1.01",
raalz,"Opening kill rating
0.98",
raalz,"Team win percent after first kill
71.5%",
raalz,"First kill in won rounds
13.1%",Career
raalz,"First kill in won rounds
13.1%",0.97 (1371)
raalz,"First kill in won rounds
13.1%",0.98 (1272)
raalz,"First kill in won rounds
13.1%",0.87 (99)
raalz,"First kill in won rounds
13.1%",0.97 (6)
Spiidi,"Total opening kills
4691",
Spiidi,"Total opening deaths
5318",
Spiidi,"Opening kill ratio
0.88",
Spiidi,"Opening kill rating
0.90",
Spiidi,"Team win percent after first kill
72.4%",
Spiidi,"First kill in won rounds
10.5%",Career
Spiidi,"First kill in won rounds
10.5%",0.98 (2354)
Spiidi,"First kill in won rounds
10.5%",0.99 (1965)
Spiidi,"First kill in won rounds
10.5%",0.96 (389)
Spiidi,"First kill in won rounds
10.5%",0.89 (29)
misutaaa,"Total opening kills
1634",
misutaaa,"Total opening deaths
1860",
misutaaa,"First kill in won rounds
12.7%",0.96 (674)
misutaaa,"First kill in won rounds
12.7%",0.97 (496)
Banjo,"Total opening kills
872",
Banjo,"Total opening deaths
800",
Banjo,"Opening kill ratio
1.09",
Banjo,"Opening kill rating
0.95",
Banjo,"Team win percent after first kill
71.4%",
Banjo,"First kill in won rounds
11.8%",Career
Banjo,"First kill in won rounds
11.8%",0.99 (392)
Banjo,"First kill in won rounds
11.8%",0.99 (367)
Banjo,"First kill in won rounds
11.8%",0.95 (25)
Banjo,"First kill in won rounds
11.8%",-
Lack1,"Total opening kills
3627",
Lack1,"Total opening deaths
4196",
Lack1,"Team win percent after first kill
71.5%",
Lack1,"First kill in won rounds
15.1%",0.97 (1225)
Lack1,"First kill in won rounds
15.1%",0.98 (1131)
JACKZ,"Total opening kills
3459",
JACKZ,"Total opening deaths
3729",
JACKZ,"First kill in won rounds
14.9%",0.98 (1236)
JACKZ,"First kill in won rounds
14.9%",0.98 (765)
sterling,"Total opening kills
2916",
sterling,"Total opening deaths
1568",
sterling,"Opening kill ratio
1.86",
sterling,"Opening kill rating
1.15",
sterling,"Team win percent after first kill
77.8%",
sterling,"First kill in won rounds
17.0%",Career
sterling,"First kill in won rounds
17.0%",1.16 (967)
sterling,"First kill in won rounds
17.0%",1.18 (860)
sterling,"First kill in won rounds
17.0%",1.04 (107)
sterling,"First kill in won rounds
17.0%",0.89 (4)
hazr,"Total opening kills
2736",
hazr,"Total opening deaths
2677",
hazr,"Opening kill ratio
1.02",
hazr,"Opening kill rating
1.05",
hazr,"Team win percent after first kill
74.0%",
hazr,"First kill in won rounds
15.8%",Career
hazr,"First kill in won rounds
15.8%",1.08 (949)
hazr,"First kill in won rounds
15.8%",1.10 (867)
hazr,"First kill in won rounds
15.8%",0.92 (82)
hazr,"First kill in won rounds
15.8%",-
ap0c,"Total opening kills
2627",
ap0c,"Total opening deaths
2788",
ap0c,"Opening kill ratio
0.94",
ap0c,"Opening kill rating
1.01",
ap0c,"Team win percent after first kill
73.1%",
ap0c,"First kill in won rounds
14.7%",Career
ap0c,"First kill in won rounds
14.7%",1.00 (970)
ap0c,"First kill in won rounds
14.7%",1.01 (839)
ap0c,"First kill in won rounds
14.7%",0.96 (131)
ap0c,"First kill in won rounds
14.7%",-
Liki,"Total opening kills
1180",
Liki,"Total opening deaths
1192",
Liki,"Opening kill ratio
0.99",
Liki,"Opening kill rating
0.98",
Liki,"Team win percent after first kill
71.3%",
Liki,"First kill in won rounds
12.8%",Career
Liki,"First kill in won rounds
12.8%",0.99 (497)
Liki,"First kill in won rounds
12.8%",1.00 (472)
Liki,"First kill in won rounds
12.8%",0.75 (25)
Liki,"First kill in won rounds
12.8%",-
SaVage,"Total opening kills
875",
SaVage,"Total opening deaths
888",
SaVage,"Opening kill ratio
0.99",
SaVage,"Opening kill rating
0.94",
SaVage,"Team win percent after first kill
74.5%",
SaVage,"First kill in won rounds
11.2%",Career
SaVage,"First kill in won rounds
11.2%",1.03 (423)
SaVage,"First kill in won rounds
11.2%",1.04 (382)
SaVage,"First kill in won rounds
11.2%",0.93 (41)
SaVage,"First kill in won rounds
11.2%",-
Bymas,"Total opening kills
988",
Bymas,"Total opening deaths
976",
Bymas,"Team win percent after first kill
73.3%",
Bymas,"First kill in won rounds
11.8%",0.98 (447)
Bymas,"First kill in won rounds
11.8%",0.98 (341)
s1mple,"First kill in won rounds
20.6%",
Patsi,"Total opening kills
2164",
Patsi,"Total opening deaths
2208",
Patsi,"Opening kill ratio
0.98",
Patsi,"Opening kill rating
1.07",
Patsi,"Team win percent after first kill
74.3%",
Patsi,"First kill in won rounds
17.4%",Career
Patsi,"First kill in won rounds
17.4%",1.02 (665)
Patsi,"First kill in won rounds
17.4%",1.03 (506)
Patsi,"First kill in won rounds
17.4%",1.00 (159)
Patsi,"First kill in won rounds
17.4%",1.06 (24)
s1ren,"Total opening kills
761",
s1ren,"Total opening deaths
849",
s1ren,"Opening kill ratio
0.90",
s1ren,"Opening kill rating
0.92",
s1ren,"Team win percent after first kill
72.7%",
s1ren,"First kill in won rounds
11.5%",Career
s1ren,"First kill in won rounds
11.5%",0.99 (352)
s1ren,"First kill in won rounds
11.5%",0.98 (236)
s1ren,"First kill in won rounds
11.5%",0.99 (116)
s1ren,"First kill in won rounds
11.5%",0.99 (24)
boltz,"Total opening kills
3335",
boltz,"Total opening deaths
2919",
boltz,"Opening kill ratio
1.14",
boltz,"Opening kill rating
0.98",
boltz,"Team win percent after first kill
77.2%",
boltz,"First kill in won rounds
12.7%",Career
boltz,"First kill in won rounds
12.7%",1.06 (1442)
boltz,"First kill in won rounds
12.7%",1.09 (888)
boltz,"First kill in won rounds
12.7%",1.02 (554)
boltz,"First kill in won rounds
12.7%",0.98 (49)
fer,"Total opening kills
5102",
fer,"Total opening deaths
4332",
fer,"Opening kill ratio
1.18",
fer,"Opening kill rating
1.14",
fer,"Team win percent after first kill
77.7%",
fer,"First kill in won rounds
19.2%",Career
fer,"First kill in won rounds
19.2%",1.08 (1466)
fer,"First kill in won rounds
19.2%",1.11 (632)
fer,"First kill in won rounds
19.2%",1.06 (834)
fer,"First kill in won rounds
19.2%",1.02 (104)
fnx,"Total opening kills
1720",
fnx,"Total opening deaths
1651",
fnx,"Opening kill ratio
1.04",
fnx,"Opening kill rating
1.00",
fnx,"Team win percent after first kill
74.9%",
fnx,"First kill in won rounds
13.4%",Career
fnx,"First kill in won rounds
13.4%",1.02 (688)
fnx,"First kill in won rounds
13.4%",1.04 (374)
fnx,"First kill in won rounds
13.4%",1.00 (314)
fnx,"First kill in won rounds
13.4%",0.96 (35)
rigoN,"Total opening kills
2082",
rigoN,"Total opening deaths
2066",
rigoN,"Opening kill ratio
1.01",
rigoN,"Opening kill rating
1.08",
rigoN,"Team win percent after first kill
72.1%",
rigoN,"First kill in won rounds
17.2%",Career
rigoN,"First kill in won rounds
17.2%",1.03 (634)
rigoN,"First kill in won rounds
17.2%",1.04 (521)
rigoN,"First kill in won rounds
17.2%",1.02 (113)
rigoN,"First kill in won rounds
17.2%",1.03 (29)
SENER1,"Total opening kills
1280",
SENER1,"Total opening deaths
1597",
SENER1,"Opening kill ratio
0.80",
SENER1,"Opening kill rating
0.89",
SENER1,"Team win percent after first kill
71.2%",
SENER1,"First kill in won rounds
10.6%",Career
SENER1,"First kill in won rounds
10.6%",0.90 (632)
SENER1,"First kill in won rounds
10.6%",0.90 (519)
SENER1,"First kill in won rounds
10.6%",0.89 (113)
SENER1,"First kill in won rounds
10.6%",0.80 (29)
sinnopsyy,"Total opening kills
2694",
sinnopsyy,"Total opening deaths
3056",
sinnopsyy,"Opening kill ratio
0.88",
sinnopsyy,"Opening kill rating
1.01",
sinnopsyy,"Team win percent after first kill
72.5%",
sinnopsyy,"First kill in won rounds
15.9%",Career
sinnopsyy,"First kill in won rounds
15.9%",0.97 (902)
sinnopsyy,"First kill in won rounds
15.9%",0.97 (797)
sinnopsyy,"First kill in won rounds
15.9%",0.97 (105)
sinnopsyy,"First kill in won rounds
15.9%",0.90 (29)
gxx-,"Total opening kills
1561",
gxx-,"Total opening deaths
1043",
gxx-,"Opening kill ratio
1.50",
gxx-,"Opening kill rating
1.03",
gxx-,"Team win percent after first kill
74.5%",
gxx-,"First kill in won rounds
13.8%",Career
gxx-,"First kill in won rounds
13.8%",1.07 (618)
gxx-,"First kill in won rounds
13.8%",1.07 (510)
gxx-,"First kill in won rounds
13.8%",1.05 (108)
gxx-,"First kill in won rounds
13.8%",0.96 (29)
juanflatroo,"Total opening kills
2431",
juanflatroo,"Total opening deaths
2446",
juanflatroo,"Opening kill ratio
0.99",
juanflatroo,"Opening kill rating
1.03",
juanflatroo,"Team win percent after first kill
72.0%",
juanflatroo,"First kill in won rounds
15.6%",Career
juanflatroo,"First kill in won rounds
15.6%",1.05 (825)
juanflatroo,"First kill in won rounds
15.6%",1.05 (714)
juanflatroo,"First kill in won rounds
15.6%",1.04 (111)
juanflatroo,"First kill in won rounds
15.6%",0.97 (29)
Snax,"Total opening kills
7032",
Snax,"Total opening deaths
6654",
Snax,"Opening kill ratio
1.06",
Snax,"Opening kill rating
1.05",
Snax,"Team win percent after first kill
73.2%",
Snax,"First kill in won rounds
16.1%",Career
Snax,"First kill in won rounds
16.1%",1.03 (2382)
Snax,"First kill in won rounds
16.1%",1.01 (1612)
Snax,"First kill in won rounds
16.1%",1.07 (770)
Snax,"First kill in won rounds
16.1%",1.14 (83)
ztr,"Total opening kills
1529",
ztr,"Total opening deaths
1847",
ztr,"Opening kill ratio
0.83",
ztr,"Opening kill rating
0.93",
ztr,"Team win percent after first kill
73.9%",
ztr,"First kill in won rounds
13.1%",Career
ztr,"First kill in won rounds
13.1%",0.94 (637)
ztr,"First kill in won rounds
13.1%",0.92 (558)
ztr,"First kill in won rounds
13.1%",1.02 (79)
ztr,"First kill in won rounds
13.1%",-
BIT,"Total opening kills
1917",
BIT,"Total opening deaths
1897",
BIT,"Opening kill ratio
1.01",
BIT,"Opening kill rating
1.00",
BIT,"Team win percent after first kill
75.1%",
BIT,"First kill in won rounds
13.9%",Career
BIT,"First kill in won rounds
13.9%",0.98 (737)
BIT,"First kill in won rounds
13.9%",0.98 (631)
BIT,"First kill in won rounds
13.9%",0.94 (106)
BIT,"First kill in won rounds
13.9%",-
chelo,"Total opening kills
3273",
chelo,"Total opening deaths
3130",
chelo,"Opening kill ratio
1.05",
chelo,"Opening kill rating
1.06",
chelo,"Team win percent after first kill
73.9%",
chelo,"First kill in won rounds
16.3%",Career
chelo,"First kill in won rounds
16.3%",1.05 (1081)
chelo,"First kill in won rounds
16.3%",1.07 (833)
chelo,"First kill in won rounds
16.3%",1.01 (248)
chelo,"First kill in won rounds
16.3%",0.94 (17)
junior,"First kill in won rounds
16.3%",1.11 (674)
junior,"First kill in won rounds
16.3%",1.12 (608)
NEOFRAG,"Total opening kills
2959",
NEOFRAG,"Total opening deaths
2674",
NEOFRAG,"First kill in won rounds
17.3%",1.07 (898)
NEOFRAG,"First kill in won rounds
17.3%",1.08 (661)
biguzera,"Total opening kills
2592",
biguzera,"Total opening deaths
2417",
biguzera,"Opening kill ratio
1.07",
biguzera,"Opening kill rating
1.04",
biguzera,"Team win percent after first kill
73.7%",
biguzera,"First kill in won rounds
14.6%",Career
biguzera,"First kill in won rounds
14.6%",1.08 (910)
biguzera,"First kill in won rounds
14.6%",1.09 (748)
biguzera,"First kill in won rounds
14.6%",1.03 (162)
biguzera,"First kill in won rounds
14.6%",1.06 (16)
nython,"Total opening kills
2333",
nython,"Total opening deaths
1636",
nython,"Opening kill ratio
1.43",
nython,"Opening kill rating
1.14",
nython,"Team win percent after first kill
73.6%",
nython,"First kill in won rounds
17.4%",Career
nython,"First kill in won rounds
17.4%",1.08 (717)
nython,"First kill in won rounds
17.4%",1.08 (636)
nython,"First kill in won rounds
17.4%",1.07 (81)
nython,"First kill in won rounds
17.4%",-
hardzao,"Total opening kills
2270",
hardzao,"Total opening deaths
2124",
hardzao,"Opening kill ratio
1.07",
hardzao,"Opening kill rating
0.97",
hardzao,"Team win percent after first kill
75.5%",
hardzao,"First kill in won rounds
12.1%",Career
hardzao,"First kill in won rounds
12.1%",1.04 (994)
hardzao,"First kill in won rounds
12.1%",1.06 (818)
hardzao,"First kill in won rounds
12.1%",0.97 (176)
hardzao,"First kill in won rounds
12.1%",1.04 (16)
NEKIZ,"Total opening kills
3630",
NEKIZ,"Total opening deaths
3730",
NEKIZ,"Opening kill ratio
0.97",
NEKIZ,"Opening kill rating
1.04",
NEKIZ,"Team win percent after first kill
73.8%",
NEKIZ,"First kill in won rounds
15.9%",Career
NEKIZ,"First kill in won rounds
15.9%",0.98 (1233)
NEKIZ,"First kill in won rounds
15.9%",0.99 (1051)
NEKIZ,"First kill in won rounds
15.9%",0.92 (182)
NEKIZ,"First kill in won rounds
15.9%",0.91 (16)
PKL,"Total opening kills
3277",
PKL,"Total opening deaths
3516",
PKL,"Opening kill ratio
0.93",
PKL,"Opening kill rating
0.98",
PKL,"Team win percent after first kill
73.7%",
PKL,"First kill in won rounds
13.6%",Career
PKL,"First kill in won rounds
13.6%",0.96 (1286)
PKL,"First kill in won rounds
13.6%",0.96 (1068)
PKL,"First kill in won rounds
13.6%",0.96 (218)
PKL,"First kill in won rounds
13.6%",0.91 (7)
Norwi,"Total opening kills
1749",
Norwi,"Total opening deaths
1847",
Norwi,"Opening kill ratio
0.95",
Norwi,"Opening kill rating
0.96",
Norwi,"Team win percent after first kill
71.2%",
Norwi,"First kill in won rounds
12.3%",Career
Norwi,"First kill in won rounds
12.3%",1.02 (733)
Norwi,"First kill in won rounds
12.3%",1.03 (688)
Norwi,"First kill in won rounds
12.3%",0.94 (45)
Norwi,"First kill in won rounds
12.3%",0.93 (10)
KENSI,"Total opening kills
2292",
KENSI,"Total opening deaths
2232",
KENSI,"First kill in won rounds
14.2%",1.05 (865)
KENSI,"First kill in won rounds
14.2%",1.05 (807)
shalfey,"Total opening kills
2239",
shalfey,"Total opening deaths
1866",
shalfey,"Opening kill ratio
1.20",
shalfey,"Opening kill rating
1.07",
shalfey,"Team win percent after first kill
73.8%",
shalfey,"First kill in won rounds
16.0%",Career
shalfey,"First kill in won rounds
16.0%",1.06 (756)
shalfey,"First kill in won rounds
16.0%",1.06 (671)
shalfey,"First kill in won rounds
16.0%",1.07 (85)
shalfey,"First kill in won rounds
16.0%",0.96 (17)
max,"Total opening kills
2264",
max,"Total opening deaths
2313",
max,"Opening kill ratio
0.98",
max,"Opening kill rating
1.04",
max,"Team win percent after first kill
74.2%",
max,"First kill in won rounds
15.7%",Career
max,"First kill in won rounds
15.7%",1.00 (768)
max,"First kill in won rounds
15.7%",1.02 (601)
max,"First kill in won rounds
15.7%",0.94 (167)
max,"First kill in won rounds
15.7%",0.93 (11)
dgt,"Total opening kills
1510",
dgt,"Total opening deaths
1132",
dgt,"Opening kill ratio
1.33",
dgt,"Opening kill rating
1.01",
dgt,"Team win percent after first kill
75.9%",
dgt,"First kill in won rounds
12.9%",Career
dgt,"First kill in won rounds
12.9%",1.12 (633)
dgt,"First kill in won rounds
12.9%",1.12 (513)
dgt,"First kill in won rounds
12.9%",1.12 (120)
dgt,"First kill in won rounds
12.9%",1.01 (11)
dav1deuS,"Total opening kills
1624",
dav1deuS,"Total opening deaths
1548",
dav1deuS,"Opening kill ratio
1.05",
dav1deuS,"Opening kill rating
1.06",
dav1deuS,"Team win percent after first kill
72.4%",
dav1deuS,"First kill in won rounds
15.7%",Career
dav1deuS,"First kill in won rounds
15.7%",1.09 (540)
dav1deuS,"First kill in won rounds
15.7%",1.11 (455)
dav1deuS,"First kill in won rounds
15.7%",0.94 (85)
dav1deuS,"First kill in won rounds
15.7%",0.81 (11)
nqz,"Total opening kills
994",
nqz,"Total opening deaths
701",
nqz,"Opening kill ratio
1.42",
nqz,"Opening kill rating
1.05",
nqz,"Team win percent after first kill
73.1%",
nqz,"First kill in won rounds
14.0%",Career
nqz,"First kill in won rounds
14.0%",1.10 (380)
nqz,"First kill in won rounds
14.0%",1.11 (327)
nqz,"First kill in won rounds
14.0%",1.05 (53)
nqz,"First kill in won rounds
14.0%",1.03 (7)
rox,"Total opening kills
753",
rox,"Total opening deaths
917",
rox,"Opening kill ratio
0.82",
rox,"Opening kill rating
0.94",
rox,"Team win percent after first kill
76.4%",
rox,"First kill in won rounds
12.9%",Career
rox,"First kill in won rounds
12.9%",0.94 (316)
rox,"First kill in won rounds
12.9%",0.95 (262)
rox,"First kill in won rounds
12.9%",0.89 (54)
rox,"First kill in won rounds
12.9%",0.68 (4)
XANTARES,"Total opening kills
7538",
XANTARES,"Total opening deaths
5821",
XANTARES,"First kill in won rounds
19.8%",1.17 (2029)
